taxon,common.name,class,order,family,genus,species,primarymethod,N,mean.mass.g,log10.mass,alternative.mass.reference,mean.hra.m2,log10.hra,hra.reference,realm,thermoregulation,locomotion,trophic.guild,dimension,preymass,log10.preymass,PPMR,prey.size.reference
mammals,Canada lynx,mammalia,carnivora,felidae,lynx,canadensis,telemetry*,NA,10205.87,4.008850032,NA,82748475.24,7.91776,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,10521.52,4.022078485,0.97,"Carbone C, Daryl C, Conrad S, Marcus C, Belby J. 2014. Geometric factors influencing the diet of vertebrate predators in marine and terrestrial environments. Ecology Letters 17(12): 1553–1559."
mammals,Eurasian lynx,mammalia,carnivora,felidae,lynx,lynx,telemetry*,NA,29999.91,4.477119952,NA,181042275.7,8.25778,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,4065.03,3.609063755,7.38,"Carbone C, Daryl C, Conrad S, Marcus C, Belby J. 2014. Geometric factors influencing the diet of vertebrate predators in marine and terrestrial environments. Ecology Letters 17(12): 1553–1559."
mammals,Iberian lynx,mammalia,carnivora,felidae,lynx,pardinus,telemetry*,NA,11049.94,4.04335992,NA,9499921.14,6.97772,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,3890.8,3.590038907,2.84,"Carbone C, Daryl C, Conrad S, Marcus C, Belby J. 2014. Geometric factors influencing the diet of vertebrate predators in marine and terrestrial environments. Ecology Letters 17(12): 1553–1559."
mammals,bobcat,mammalia,carnivora,felidae,lynx,rufus,telemetry*,NA,11339.92,4.054609991,NA,39877690.65,7.60073,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,Geoffroy's cat,mammalia,carnivora,felidae,oncifelis,geoffroyi,telemetry*,NA,3589.96,3.55508961,NA,7126724.98,6.85289,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,361.53,2.558144341,9.93,"Carbone C, Daryl C, Conrad S, Marcus C, Belby J. 2014. Geometric factors influencing the diet of vertebrate predators in marine and terrestrial environments. Ecology Letters 17(12): 1553–1559."
mammals,jaguar,mammalia,carnivora,felidae,panthera,onca,telemetry*,NA,84040.77,4.924490023,NA,82735138.83,7.91769,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,leopard,mammalia,carnivora,felidae,panthera,pardus,telemetry*,NA,48374.89,4.68461999,NA,504940260.8,8.70324,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,30234.31,4.480500062,1.6,"Radloff FG, Du Toit JT. 2004. Large predators and their prey in a southern African savanna: a predator’s size determines its prey size range. Journal of Animal Ecology 73, 410-423."
mammals,tiger,mammalia,carnivora,felidae,panthera,tigris,telemetry*,NA,112000.51,5.04922,NA,53583367.03,7.72903,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,130233.2,5.114721712,0.86,"Carbone C, Daryl C, Conrad S, Marcus C, Belby J. 2014. Geometric factors influencing the diet of vertebrate predators in marine and terrestrial environments. Ecology Letters 17(12): 1553–1559."
mammals,leopard cat,mammalia,carnivora,felidae,prionailurus,bengalensis,telemetry*,NA,2500,3.397940009,NA,2406855.4,6.381449999,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,cougar,mammalia,carnivora,felidae,puma,concolor,telemetry*,NA,89999.48,4.95424,NA,312003883.7,8.49416,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,snow leopard,mammalia,carnivora,felidae,uncia,uncia,telemetry*,NA,30500.01,4.484299982,NA,17353217.1,7.23938,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,57547.19,4.760024122,0.53,"Carbone C, Daryl C, Conrad S, Marcus C, Belby J. 2014. Geometric factors influencing the diet of vertebrate predators in marine and terrestrial environments. Ecology Letters 17(12): 1553–1559."
mammals,marsh mongoose,mammalia,carnivora,herpestidae,atilax,paludinosus,telemetry*,NA,3599.98,3.556300088,NA,2219984.8,6.346350001,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,yellow mongoose,mammalia,carnivora,herpestidae,cynictis,penicillata,telemetry*,NA,620,2.792391689,NA,592570.46,5.772739998,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,common dwarf mongoose,mammalia,carnivora,herpestidae,helogale,parvula,\,NA,281.84,2.45000263,NA,281838.29,5.449999995,"Tucker, M. A., T. J. Ord, and T. L. Rogers. 2014. Evolutionary predictors of mammalian home range size: body mass, diet and the environment. Global Ecology and Biogeography 23:1105-1114.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,Egyptian mongoose,mammalia,carnivora,herpestidae,herpestes,inchneumon,telemetry,20,2810,3.44870632,NA,3100000,6.491361694,"Palomares F. 1994. Site fidelity and effects of body mass on home-range size of Egyptian mongooses. Canadian Journal of Zoology 72, 465 - 469.",terrestrial,endotherm,walking,carnivore,2D,143.37,2.156458285,19.6,"Jaksic FM, Delibes M.1987. A Comparative Analysis of Food-Niche Relationships and Trophic Guild Structure in TwoAssemblages of Vertebrate Predators Differing in Species Richness: Causes, Correlations, and Consequences. Oecologia 71(3), 461-472."
mammals,white-tailed mongoose,mammalia,carnivora,herpestidae,ichneumia,albicauda,telemetry*,NA,3599.98,3.556300088,NA,387266.56,5.588009998,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,aardwolf,mammalia,carnivora,hyanidae,proteles,cristatus,telemetry*,NA,10000,4,NA,3799968.53,6.57978,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,tayra,mammalia,carnivora,mustelidae,eira,barbata,telemetry*,NA,4466.22,3.649940112,NA,14617395.58,7.16487,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,greater grison,mammalia,carnivora,mustelidae,galictis,vittata,telemetry*,NA,1750.01,3.24304053,NA,4150018.19,6.61805,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,wolverine,mammalia,carnivora,mustelidae,gulo,gulo,telemetry*,NA,21545.67,4.333360004,NA,361917847.3,8.55861,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,American marten,mammalia,carnivora,mustelidae,martes,americana,telemetry*,NA,883.49,2.946201638,NA,7066103.59,6.84918,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,23.15,1.364550995,38.17,"Carbone C, Daryl C, Conrad S, Marcus C, Belby J. 2014. Geometric factors influencing the diet of vertebrate predators in marine and terrestrial environments. Ecology Letters 17(12): 1553–1559."
mammals,beech marten,mammalia,carnivora,mustelidae,martes,foina,telemetry*,NA,1799.99,3.255270092,NA,4356522.89,6.63914,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,European pine marten,mammalia,carnivora,mustelidae,martes,martes,telemetry*,NA,2475.03,3.393580467,NA,9093477.57,6.95873,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,95.19,1.978591327,26,"Carbone C, Daryl C, Conrad S, Marcus C, Belby J. 2014. Geometric factors influencing the diet of vertebrate predators in marine and terrestrial environments. Ecology Letters 17(12): 1553–1559."
mammals,fisher,mammalia,carnivora,mustelidae,martes,pennanti,telemetry*,NA,3175.19,3.501769718,NA,16755600.61,7.22416,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,656.03,2.8169237,4.84,"Carbone C, Daryl C, Conrad S, Marcus C, Belby J. 2014. Geometric factors influencing the diet of vertebrate predators in marine and terrestrial environments. Ecology Letters 17(12): 1553–1559."
mammals,stoat,mammalia,carnivora,mustelidae,mustela,erminea,telemetry*,NA,270.54,2.432231486,NA,1323244.2,6.121639999,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,47.55,1.677150521,5.69,"Carbone C, Daryl C, Conrad S, Marcus C, Belby J. 2014. Geometric factors influencing the diet of vertebrate predators in marine and terrestrial environments. Ecology Letters 17(12): 1553–1559."
mammals,long-tailed weasel,mammalia,carnivora,mustelidae,mustela,frenata,telemetry*,NA,150.19,2.176641017,NA,176750.24,5.247360012,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,14.58,1.163757524,10.3,"Carbone C, Daryl C, Conrad S, Marcus C, Belby J. 2014. Geometric factors influencing the diet of vertebrate predators in marine and terrestrial environments. Ecology Letters 17(12): 1553–1559."
mammals,ferret,mammalia,carnivora,mustelidae,mustela,furo,telemetry*,NA,808.74,2.907808924,NA,899994.8,5.95424,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,European mink,mammalia,carnivora,mustelidae,mustela,lutreola,telemetry*,NA,562.34,2.749998977,NA,208929.61,5.319999994,"Tucker, M. A., T. J. Ord, and T. L. Rogers. 2014. Evolutionary predictors of mammalian home range size: body mass, diet and the environment. Global Ecology and Biogeography 23:1105-1114.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,black-footed ferret,mammalia,carnivora,mustelidae,mustela,nigripes,telemetry*,NA,912.01,2.9599996,NA,1000000,6,"Tucker, M. A., T. J. Ord, and T. L. Rogers. 2014. Evolutionary predictors of mammalian home range size: body mass, diet and the environment. Global Ecology and Biogeography 23:1105-1114.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,least weasel,mammalia,carnivora,mustelidae,mustela,nivalis,telemetry*,NA,88.1,1.944975908,NA,648858.5,5.812149998,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,30.59,1.485579477,2.88,"Carbone C, Daryl C, Conrad S, Marcus C, Belby J. 2014. Geometric factors influencing the diet of vertebrate predators in marine and terrestrial environments. Ecology Letters 17(12): 1553–1559."
mammals,Siberian weasel,mammalia,carnivora,mustelidae,mustela,sibirica,telemetry*,NA,524.81,2.720002102,NA,4073802.78,6.61,"Tucker, M. A., T. J. Ord, and T. L. Rogers. 2014. Evolutionary predictors of mammalian home range size: body mass, diet and the environment. Global Ecology and Biogeography 23:1105-1114.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,American badger,mammalia,carnivora,mustelidae,taxidea,taxus,telemetry*,NA,8618.27,3.935420096,NA,3808816.06,6.58079,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,kinkajou,mammalia,carnivora,procyonidae,potos,flavus,telemetry*,NA,2887.62,3.460540041,NA,279247.95,5.445989994,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,giant panda,mammalia,carnivora,ursidae,ailuropoda,melanoleuca,telemetry*,NA,87500.39,4.942009989,NA,4135042.71,6.61648,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,sloth bear,mammalia,carnivora,ursidae,melursus,ursinus,telemetry*,NA,97750.73,4.990120009,NA,10000000,7,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,common genet,mammalia,carnivora,viverridae,genetta,genetta,telemetry*,NA,1750.01,3.24304053,NA,7809981.41,6.89265,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,42,1.62324929,41.67,"Jaksic FM, Delibes M.1987. A Comparative Analysis of Food-Niche Relationships and Trophic Guild Structure in TwoAssemblages of Vertebrate Predators Differing in Species Richness: Causes, Correlations, and Consequences. Oecologia 71(3), 461-472."
mammals,cape genet,mammalia,carnivora,viverridae,genetta,tigrina,telemetry*,NA,2150.01,3.33244048,NA,57500.29,4.759670035,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,large indian civet,mammalia,carnivora,viverridae,viverra,zibetha,telemetry*,NA,8000,3.903089987,NA,11999965.57,7.07918,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,Western quoll,mammalia,dasyuromorpha,dasyuridae,dasyurus,geoffroii,telemetry*,NA,1096.48,3.040000714,NA,2290867.65,6.359999999,"Tucker, M. A., T. J. Ord, and T. L. Rogers. 2014. Evolutionary predictors of mammalian home range size: body mass, diet and the environment. Global Ecology and Biogeography 23:1105-1114.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,tiger quoll,mammalia,dasyuromorpha,dasyuridae,dasyurus,maculatus,telemetry,19,2810,3.44870632,NA,11595000,7.064270753,"Belcher CA, Darrant JP. 2004. Home range and spatial organization of the marsupial carnivore, Dasyurus maculatus maculatus (Marsupialia: Dasyuridae) in south-eastern Australia. Journal of Zoology (London) 262, 271-280.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,white-footed dunnart,mammalia,dasyuromorpha,dasyuridae,sminthopsis,leucopus,telemetry*,NA,23,1.361727836,NA,11410.11,4.057289831,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,brown antechinus,mammalia,dasyuromorpia,dasyuridae,antechinus,stuartii,telemetry*,NA,27.5,1.439332694,NA,35000.16,4.54407003,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,Northern three-striped opossum,mammalia,didelphimorphia,didelphidae,monodelphis,americana,telemetry*,NA,19.5,1.290034611,NA,467.74,2.670004511,"Tucker, M. A., T. J. Ord, and T. L. Rogers. 2014. Evolutionary predictors of mammalian home range size: body mass, diet and the environment. Global Ecology and Biogeography 23:1105-1114.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,elegant fat-tailed opossum,mammalia,didelphimorphia,didelphidae,thylamys,elegans,telemetry*,NA,29,1.462397998,NA,707.94,2.849996452,"Tucker, M. A., T. J. Ord, and T. L. Rogers. 2014. Evolutionary predictors of mammalian home range size: body mass, diet and the environment. Global Ecology and Biogeography 23:1105-1114.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,Lumholtz's tree-kangaroo,mammalia,diprodontia,macropodidae,dendrolagus,lumholtzi,telemetry*,NA,6649.97,3.822819686,NA,19300.12,4.285560009,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,antilopine kangaroo,mammalia,diprodontia,macropodidae,macropus,antilopinus,telemetry*,NA,27250.22,4.435370013,NA,641327.7,5.807079998,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,black-striped wallaby,mammalia,diprodontia,macropodidae,macropus,dorsalis,telemetry*,NA,11249.93,4.05114982,NA,914997.69,5.961419998,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,Western grey kangaroo,mammalia,diprodontia,macropodidae,macropus,fuliginosus,telemetry*,NA,22124.83,4.344879942,NA,3236532.71,6.510080001,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,Eastern grey kangaroo,mammalia,diprodontia,macropodidae,macropus,giganteus,telemetry*,NA,10375.05,4.015990198,NA,6133381.8,6.7877,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,common wallaroo,mammalia,diprodontia,macropodidae,macropus,robustus,telemetry*,NA,21250.05,4.327359956,NA,970912.29,5.987179999,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,red-necked wallaby,mammalia,diprodontia,macropodidae,macropus,rufogriseus,telemetry*,NA,16850,4.226599905,NA,163000.9,5.212190002,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,red kangaroo,mammalia,diprodontia,macropodidae,macropus,rufus,telemetry*,NA,46249.82,4.665110047,NA,7739982.88,6.88874,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,allied rock-wallaby,mammalia,diprodontia,macropodidae,petrogale,assimilis,telemetry*,NA,4646.01,3.66708014,NA,119000.83,5.07554999,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,eastern bettong,mammalia,diprodontia,potoroidae,bettongia,gaimardi,telemetry*,NA,1660.01,3.220110704,NA,456667.39,5.6596,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,long-footed potoroo,mammalia,diprodontia,potoroidae,potorous,longipes,telemetry*,NA,1899.98,3.278749029,NA,373275.94,5.572029998,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,greater glider,mammalia,diprodontia,pseudocheiridae,petauroides,volans,telemetry*,NA,1299.99,3.113940012,NA,15454.68,4.189060017,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,bridled nail-tail wallaby,mammalia,diprotodontia,macropodidae,onychogalea,fraenata,telemetry*,NA,5000,3.698970004,NA,425001.05,5.628390003,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,red-legged pademelon,mammalia,diprotodontia,macropodidae,thylogale,stigmatica,telemetry*,NA,4649.97,3.667450151,NA,35666.46,4.552260006,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,red-necked pademelon,mammalia,diprotodontia,macropodidae,thylogale,thetis,telemetry*,NA,5399.95,3.732389739,NA,138563.87,5.141650004,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,swamp wallaby,mammalia,diprotodontia,macropodidae,wallabia,bicolor,telemetry*,NA,14999.96,4.176090101,NA,152760.12,5.184009991,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,common brushtail possum,mammalia,diprotodontia,phalangeridae,trichosurus,vulpecula,telemetry*,NA,2875.01,3.45863936,NA,50134.88,4.70013998,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,northern hairy-nosed wombat,mammalia,diprotodontia,vombatidae,lasiorhinus,krefftii,telemetry*,NA,25499.99,4.40654001,NA,250000,5.397940009,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
