prop_id,name,location,zip
R067,Gen. Douglas MacArthur Park,Dongan Hills Ave. and Jefferson St.,10306
R068,The Big Park,"Grandview Ave., at Continental Pl.",10303
R069,Terrace Playground,"Foote Ave., Howard Ave., Martha St., Clove Rd.",10301
R070,Clove's Tail,Little Clove Rd. bet. Windsor Rd. and Victory Blvd.,10314
R071,Great Kills Veterans Playground,"Hillcrest Ave., N/o Highmount Rd.",10308
R072,Clawson Playground,"Adelaide Ave., Clawson St.",10306
R073,Naples Playground,"Targee St, Stanwich St. Rome Ave.",10304
R075A,Father Macris Park,"S/s Of SI Expressway., Exit 6, Fahy Ave., Lamberts La.",10314
R075B,Westwood Park,"SI Expressway, Woodward Ave., Wooley Ave. and Westwood Ave.",10314
R075C,Ingram Woods,"SI Expressway, Warwick Ave., Purdy Ave., and Ingram Ave.",10314
R075D,Sports Park,"SI Expressway, Manor Rd. and Schmidts La.",10314
R075G,Bradys Pond Park,"SI Expressway, Hylan Blvd., Narrows Rd. S.",10305
R076,Markham Playground,"Willowbrook Pkwy., Forest Ave. to Houston St.",10302
R077,St. George Park,Stuyvesant Pl. bet. Wall St. and Hamilton Ave.,10301
R078,Northerleigh Park,Burnside Ave. to North Ave. at Shaw Pl. and Eldridge Ave.,10302
R079,Lemon Creek Park,Hylan Blvd. from Sharrott Ave. to Seguine Ave.,10309
R080,Annadale Green,"Annadale Rd., Jefferson Blvd., N. Railroad St.",10312
R085,E.M.T. Christopher J. Prescott Playground,Edith Ave. at Irvington St.,10312
R086,Davis Playground,"Jersey St., Crescent Ave., Layton Ave., Beechwood Ave.",10301
R087,Dongan Playground,Mason Ave. bet. Buel Ave. and Dongan Hills Ave.,10305
R088,High Rock Park,"Richmond Pkwy., Manor Rd., Summit Ave., Rockland Ave., and Moravian Cemetary","10304, 10306"
R089,Greencroft Playground,Greencroft Ave. bet. Ainsworth Ave. and Redgrave Ave.,10308
R090,Lieutenant John H. Martinson Playground,Preston Ave. bet. Koch Blvd. and Osborne St.,10312
R095,Park,"Drumgoole Rd. W., Darlington Ave., Nippon Ave.",10312
R097,Ida Court,"Drumgoole Rd. E., N. Railroad St., Ida Ct.",10312
R098,Park,"Drumgoole Rd. E., from Huguenot Ave. to Ida Ct.",10312
R099,Park,"Drumgoole Rd. E., Albee Ave., Ionia Ave.",10312
R100,Drumgoole Tot Lot,"Drumgoole Rd. W., Grantwood Ave., Carlton Ave., Rathbun Ave.",10312
R101,Wegener Park,"Drumgoole Rd. E., Annadale Rd., Genesee Ave.",10312
R104,South Shore Country Club,"West Shore Exwy., Huguenot Ave., Alverson Ave., W. Castor Pl. ","10309, 10312"
R105,Prall Playground,"Elizabet.h St., Forest Ave., Broadway, Clove Lake Pl.",10310
R106,Bloomingdale Park,"Richmond Pkwy., West Shore Expw., Lenevar Ave., Ramona Ave. ",10309
R107,New Dorp Park,"8 St., bet. Allison Ave. and Beach Ave.",10306
R109,CPL. Thompson Park,"Broadway, Henderson Ave., Chappell St.",10310
R110,Tottenville Pool,Hylan Blvd. bet. Joline Ave. and Sprague Ave.,10307
R111,Lt. Lia Playground,Wall St. bet. St Marks Pl. and Belmont Pl.,10301
R112,Meredith Woods,"West Shore Exwy. Meredith Ave. to South Ave., and at Richmond Pkwy. ","10309, 10314"
R114,Jennifer's Playground,"Jules Dr., Elson Ct., Regis Dr.",10314
R115,Deere Park,"Richmond Pkwy., Ocean Terr., Tiber Pl., Staten Island Blvd.","10301, 10314"
R116,Snug Harbor Cultural Center,"Richmond Ter., Tysen St., Kissel Ave., Henderson Ave.","10301, 10310"
R117,Alice Austen Park,"Edgewater St., Hylan Blvd., Abbott St.","10304, 10305"
R118,Reed's Basket Willow Swamp Park,"Ocean Ter., Emerson Ct., Merrick Ave., Chapin Ave.","10301, 10304"
R119,Blue Heron Park,"Amboy Rd., Barclay Ave., Hylan Blvd. and Bertram Ave.",10312
R120,Arden Woods,"Arthur Kill Rd., Arden Ave. and Halpin Ave.",10312
R121,Siedenburg Park,"Greaves Ave., Dewey Ave. and Evergreen St.",10308
R122,Pralls Island,Pralls River and Arthur Kill,10314
R123,Skyline Playground,Arnold St. to Prospect Ave. bet. Harvard Ave and Clyde Pl.,10301
R124,Eibs Pond Park,"Mosel Ave., Palma Dr., Hanover Ave.",10304
R125,Lopez Playground,Palma Dr. bet. Targee St. and Oder Ave.,10304
R126,Gaeta Park,"N. Gannon Ave., Willow Road E., Victory Blvd., Wyona Ave.",10314
R127,Joseph Manna Park,"Forest Ave., Goethals Rd. N., Meeker Ave.",10303
R128,Shooters Island,Kill Van Kull and Newark Bay,10303
R129,Blood Root Valley,"Rockland Ave., Manor Ave., Brielle Ave., Forest Hill Rd.",10314
R130,Saw Mill Creek Marsh,West Shore Exwy. to Kill Van Kull from River Rd. to South Ave.,10314
R131,Huguenot Ponds Park,Billiou St. and Comely St. bet. Huguenot Ave. and Kingdom Ave.,10312
R132,Bunker Ponds Park,"Hylan Blvd., Chester Ave., Arbutus Ave., Huguenot Ave. ",10312
R133,Arbutus Woods Park,"Eylandt St., Stecher St. and Colon St.",10312
R135,Crescent Beach Park,Tennyson Dr. bet. Hales Ave. and Wiman Ave. ,"10308, 10312"
R136,Hybrid Oak Woods Park,Joline Ave. bet. Hylan Blvd. to Surf Ave.,10307
R137,Bayview Terrace Park,Bayview Ter. from Barclay Ave. to Harold Ave.,10312
R138,Kingdom Pond Park,Kingdom Ave. bet. Hylan Blvd. and Jansen St.,10312
R139,Tottenville Shore Park,"Bentley St. and Arthur Kill Rd., Hopping Ave. and Amboy Rd.",10307
R140,King Fisher Park,"Miles Ave., Corbin Ave., Barlow Ave., Fairfield St.",10308
R141,Graniteville Swamp Park,"Goethals Rd. N., Meeker Ave., Morrow St.",10303
R143,Staten Island Industrial Park,"SI Expwy., W. Shore Expwy., Graham Ave., South Ave.",10314
R144,Sobel Court Park,"Bowen St., Vanderbilt Ave., Targee St.",10304
R145,Seaside Wildlife Nature Park,"Nelson Ave., Tennyson Dr. and Bulkhead Line",10308
R147,South Beach Wetlands,"Qunitard St., Pearsall St., Frank Capodanno Blvd.",10305
R148,Last Chance Pond Park,"Zoe St., Husson St., Naughton Ave., Seaver Ave.",10305
R149,Ocean Breeze Park,"Quintard St. and Mason Ave, Seaside Blvd., (Father Capodanno Blvd.)",10305
R150,Graniteville Quarry Park,"Forest Ave. Wilcox Ave., bet. Van Name Ave. and Eunice Pl.",10303
R151,Isle Of Meadows,Arthur Kills Near Fresh Kills Landfill,10314
R152,Carlton Park,Carlton Blvd. and Crown Ave.,10312
R153,Fairview Park,"Englewood Ave., W. Shore Expwy., Veterans Rd. W. ",10309
R154,Richmond Terrace Cemetery,Richmond Ter. bet. Tompkins Ct. and Alaska St.,10310
R155,South Clove Road Cemetery,South Clove Rd. and Richmond Rd.,10304
R156,Sylvan Grove Cemetery,Victory Blvd. and Glen St.,10314
R157,Sleight Family Graveyard,Rossvile Ave. and Arthur Kill Rd.,10309
R158,Fort Hill Park,Sherman Ave. bet. Fort Pl. and Hendricks Ave.,10301
R159,Old Place Creek Park,"Gulf Ave., Goethals Br. Appr. bet. Western Ave. and Arthur Kill",10314
R160,Heritage Park,"Richmond Ter. at Tompkins Ct., Kill Van Kull ",10310
R161,Laredo Avenue Parcel,"Annadale Rd. bet. Laredo Ave. and Lamoka Ave., Memphis Ave.",10312
R162,Olmsted-Beil House Park,Orchard La. S. bet. King St. and Hylan Blvd.,10312
R163,Meredith Woods,"Meredith Ave., W. Shore Exwy., Chelsea Creek",10314
R164,Targee Street Triangle,"De Kalb St., Targee St., Narrows Rd. N.",10304
R165,Blueberry Park,Arden Ave. at Blueberry Lane,10312
R166,Manor Park,Manor Rd. and Rockland Ave.,"10304, 10306"
R167,Richmond Terrace Wetlands,Richmond Ter. bet. Van Pelt Ave. and Van Name Ave.,10303
R169,Goodhue Park,Brighton Ave. bet. Lafayette Ave. and N. Randall Ave. ,10301
R170,Stapleton Esplanade,Front St. bet. Wave St. and Canal St.,10304
R172,Brookfield Park,Arthur Kill Rd. bet. Richmond Ave. and New Vale Ave.,10308
RZ01,GREENSTREET,"Hylan Blvd & Clove Rd, east triangle",NA
RZ02,GREENSTREET,Mc Clean And Norway,NA
RZ03,War Memorial,Richmond Rd & Rockland Ave,NA
RZ06,GREENSTREET,Marsh Ave & Platinum Ave,NA
RZ125,GREENSTREET,Hyatt And Bay,NA
X001,Aqueduct Walk,Aqueduct Ave. W. bet. W. Fordham Rd. and W. Kingsbridge Rd.,10468
X001A,Aqueduct Walk,Dr. MLK Jr. Blvd. bet. W. Tremont Ave. and E. Fordham Rd. ,"10453, 10468"
X001B,Barnhill Square,W. Kingsbridge Ave at Reservoir Ave.,10468
X002,Bronx Park,"Burke Ave., E. 180 St. bet. Dr. Kazamiroff Blvd., Southern Blvd. and Bronx Park E., Unionport Rd.","10458, 10460, 10462, 10467"
X003,Pelham Parkway,"Bronx Park, Hutch. River Pkwy. bet. Pelham Pkwy North and South","10458, 10460, 10461, 10462, 10467, 10469"
X004,Bronx River Parkway,Bronx River bet. Burke Ave. and the New York City-Westchester Line,"10460, 10466, 10467, 10470, 10472, 10473, 10704"
X004A,James Burke Ballfield,"Morrison Ave., Metcalf Ave. bet. Story Ave. and Lafayette Ave.",10473
X005,Bryan Park,E. Kingsbridge Rd. at E. Fordham Rd.,10458
X006,Bergen Triangle,"E. 181 St., Anthony Ave., Grand Concourse",10457
X007,Castle Hill Park,"Barrett Ave., Hart St. bet. Olmstead Ave. and Zerega Ave.",10473
X008,Claremont Park,"Clay Ave., Anthony Ave. bet. Mount Eden Pkwy. and E. 170 St",10457
X009,Monsignor Raul Del Valle Square,"Hunts Point Av, Bruckner Blvd, E 163 St",10459
X010,Crotona Park,"Crotona Park North to South, Fulton Av to Southern Blvd and Crotona Park East","10456, 10457, 10460"
X010A,Tremont Park,E 175 St to E Tremont Av bet. 3 Av and Arthur Ave,10457
X011,Crotona Parkway Malls,Crotona Pkwy bet. Bronx Park South and E 175 St,10460
X012,Church Triangle,"Castlehill Ave., Watson Ave., Cross Bronx Exwy. Svc. Rd. S.",10472
X013,Devoe Park,W. Fordham Rd. bet. Sedgwick Ave. and Un,10468
X014,Horseshoe Playground,E. 165 St. and Rogers Pl.,10459
X015,Joseph Rodman Drake Park,Oak Pt. Ave.  bet. Hunts Pt. Ave. and Longfellow Ave.,10474
X016,Owen F. Dolen Park,"Lane Ave., E. Tremont Ave., Westchester Ave. ",10461
X017,Richman (Echo) Park,Valentine Av bet. E Tremont Av and E Burnside Ave,10457
X018,Echo Triangle,"Echo Pl. E. Tremont Ave., Grand Concourse",10453
X019,Ewen Park,"Johnson Av, W 232 St, Riverdale Av",10463
X020,Fort Independence Playground,Jerome Park Resevoir and Sedgwick Av bet. W,"10463, 10468"
X021,Drew Playground,Fulton Av bet. E 169 St and E 170 St,10456
X022,Benjamin Gladstone Square,"Hoe Ave., Westchster Ave., W. Farms Rd.",10459
X023,Graham Triangle,"Lincoln Av, Third Av, bet. E 137 St and E 138 St",10451
X025,Hugh J. Grant Circle,Westchester Ave. bet. Virginia Ave. and Metropolitan Ave.,"10462, 10472"
X026,Hines Park,Fulton Av to Franklin Av bet. E 167 St and E 166 St,10456
X028,Joyce Kilmer Park,Grand Concourse to Walton Av bet. E 161 St and E 164 St,10451
X029,Lyons Square Playground,Aldus St to Bruckner Blvd bet. Bryant Av and Longfellow Av,10459
X030,Macombs Dam Park,"River Ave. to the Harlem River bet. E. 157 St. , W. 161 St. and E. 164 St.","10451, 10452"
X031,McKinley Square,"E. 169 St., Boston Rd., Clinton Ave.",10456
X032,Railroad Park,Coutlandt Av bet. E 161 St and E 162 St,10451
X033,Mosholu Parkway,Bronx Park to Van Cortlandt Park,"10458, 10467"
X034,Mullaly Park,Jerome Av to River Av bet. E 164 St and McClellan St at Cromwell Ave ,10452
X035,Muller Triangle,"E. Fordham Rd., Creston Ave., E. 190 St.",10468
X036,Murphy Triangle,E. 181 St. at Third Ave. and Quarry Rd.,10457
X037,O'Brien Oval,E. Tremont Ave. at Valentine Ave. bet. Carter Ave.,10457
X038,Washington's Walk,Resevoir Av bet. Sedgwick Av and Goulden Av,10468
X039,Pelham Bay Park,"Hutchinson River, Long Island Sound bet. Bronc County Line and Middletown Rd., Watt Ave.","10461, 10464, 10464, 10465, 10469, 10475, 10803"
X040,Poe Park,Grand Concourse bet. E. 192 St. and E. K,10458
X041,Pulaski Park,Bruckner Blvd. bet. Willis Ave. and Brown Pl.,10454
X042,Rose Hill Park,Webster Ave. bet. E. Fordham Rd. and E. ,10458
X043,Ryan Triangle,"E. 144 St., E. 143 St., Morris Ave.",10451
X044,St. James Park,"Jerome Ave., E. 193 St., Creston Ave., E",10468
X045,St. Mary's Park,St Mary's St bet. St Ann's Av and Jackson Av,"10454, 10455"
X046,Seton Falls Park,E. 233 St. bet. Seton Ave. and Baychester Ave.,10466
X047,Franz Sigel Park,"Gerard Ave., Walton Ave., Grand Concourse bet. E. 151 St., E. 153 St. and E. 158 St.",10451
X049,Schneider Sampson Square,Baisley Ave. bet. Hollywood Ave. and Bruckner Blvd.,10461
X051,University Woods,"Cedar Ave., Sedgwick Ave. bet. Hall of Fame Ter. and W. 180 St.",10468
X052,Triangle,"E 163 St, Washington Av and Brook Av",10451
X053,O'Neill Triangle,Elton Av bet. E 161 St and E 162 St,10451
X055,Brust Park,"Manhattan College Pkwy, Dash Pl, Greysto","10463, 10471"
X056,Park,"E. 164 St., Boston Rd., 3 Ave.  ",10456
X057,Michel Triangle,Clay Av bet. E 171 St and Claremont Pkwy,10456
X058,Keltch Park,Jerome Av bet. Macombs Rd and Elliot Pl ,10452
X059,Sergeant Johnson Triangle,Dr Kazimiroff Blvd and Crotona Av at E Fordham Rd,10458
X060,Sheridan Triangle,"Mosholu Ave., Broadway, David Sheridan Plaza",10471
X061,Flood Triangle,E. 188 St. at 3 Ave. and Washington Ave.,10458
X062,Beatty Plaza,E. 169 St and Franklin Ave,10456
X063,Martin Luther King Triangle,Austin Pl. at E. 149 St. ,10455
X064,Bryant Triangle,"Bryant Ave., Westchester Ave., Longfellow Ave.",10459
X065,Woodrow Wilson Triangle,"Soundview Ave., Underhill Ave., Patterson Ave.",10473
X067,Martin Luther King Triangle,Shakespeare Av at W 168 St and Wodycrest Av,10452
X068,D'Auria-Murphy Triangle,Adams Pl bet. Cresent Av and E 183 St,10458
X069,Hutton Triangle,E. 182 St. at Quarry Rd. and Arthur Ave.,10457
X070,Heath Triangle,Bailey Ave. at Heath Ave.,"10463, 10468"
X071,Whalen Grove,Crotona Ave. at Grote St. and Garden St.,10457
X073,Young Park,Van Nest Ave. at E. 180 St. and E. Tremont Ave.,10460
X077,Featherbed Triangle,Dr. MLK Jr. Blvd and Featherbed La.,10453
X078,Franklin Triangle,3 Ave. at Franklin Ave.,10456
X079,Major General John R Brown Triangle,W. Kingsbridge Rd. and Sedgwick Ave.,10463
X080,Henry Hudson Park,"Palisade Av, Kappock St,  Independence A",10463
X081,Mount Eden Malls,Mount Eden Pkwy bet. Weeks Av and Walton Av,"10452, 10457"
X082,University Malls,University Av bet. W 174 St and W Tremont Av,10453
X084,D'Onofrio Square,White Plains Rd. bet. E. 213 St. and E. 215 St.,10467
X085,Slattery Playground,E. 183 St. bet. Valentine Ave. and Ryer ,10458
X086,Charlton Garden,E 164 St bet. Cauldwell Av and Boston Rd,10456
X087,Zimmerman Playground,Britton St. bet. Olinville Ave. and Barker Ave.,10467
X088,Pugsley Creek Park,"Randall Ave., Lacombe Ave., Soundview Ave. bet. White Plains Rd. and Olmstead Ave.",10473
X090,Spuyten Duyvil Shorefront Park,"Palisade Av, Johnson Av, Edsall Ave",10463
X091,Park,Palisade Av at Independence Av,10463
X092,Van Cortlandt Park,"NYC - Westchester County Line, Van Cortlandt Park S. bet. Broadway and Jerome Ave.","10467, 10470, 10471, 10705, 10705"
X093,Van Nest Park,"White Plains Rd., Van Nest Ave., Unionport Rd.",10462
X094,Bridge Park,Harlem River bet. W 175 St and Alexander Hamilton Br,"10452, 10453"
X095,Williamsbridge Square,White Plains Rd. bet. E. 212 St. and Magenta St.,10467
X096,Rita Ley Triangle,"E 238 St, Oneida Av, Van Cortlandt Park E",10470
X101,Hutchinson River Parkway,Whitestone Bridge Approach to the NYC-Westchester County Line,"10461, 10462, 10465, 10469, 10475"
X101A,Samuel H. Young Park,Westchester Ave. bet. Waters Ave. and E. Tremont Ave.,10461
X102,Ciccarone Park,E 188 St bet. Arthur Av and Hughes Av ,10458
X103,People's Park,E. 141 St. bet. Brook Ave. and St Ann's Ave.,10454
X104,Williamsbridge Oval,"Van Cortlandt Ave. East, Resevoir Oval E",10467
X105,Jerome Slope,Jerome Ave. at E. 165 St.,10452
X106,Garrison Playground,E 146 St bet. Walton Av and Grand Concourse,10451
X107,Hawkins Park,City Island Ave. bet. Fordham St. and Hawkins St.,10464
X108,Belmont Playground,E 182 St bet. Belmont Av and Croton Av,10457
X110,Henry Hudson Parkway,Harlem River to the Saw Mill River Pkwy,"10463, 10471"
X110A,Hackett Park,"W 254 St, Riverdale Av, Henry Hudson Pkw",10471
X110B,Phyllis Post Goodman Park,Kappock St at the Henry Hudson Pkwy,10463
X110C,Park,Henry Hudson Pkwy E bet. W 230th St and W 2,10463
X110D,Bell Tower Park,"Riverdale Ave., Henery hudson Pkwy., W. 239 St.",10471
X111,Cedar Playground,W 179 St bet. Cedar Av and Sedgwick Av,10453
X112,Hilton White Playground,Cauldwell Ave bet. E. 161 St  and E. 163 St.,10456
X113,Hunts Point Playground,Spofford Av bet. Faile St and Hunts Point Av,10474
X114,Goble Playground,Goble Pl bet. Inwood Av and Macombs Rd,10452
X115,Mott Playground,Morris Av bet. Mc Clellan St and E 166 St,10456
X116,Rev J Polite Playground,Rev James Polite Av to Interval Av bet. E 167 St and Home St,10459
X118,Soundview Park,"Bronx River, Bronx River Ave. bet. Lafayette Ave., Surf Dr. ",10473
X119,Alexander's Alley,E. 141 St. bet. Willis Ave. and Alexander Ave.,10454
X120,Highbridge Park,Dr. MLK Jr. Blvd. at W. 170 St.,10452
X121,Bufano Park,Bradford Ave. bet. La Salle Ave. and Waterbury Ave.,10461
X122,Colucci Playground,Hutchinson River Pkwy. E. bet. Wilkinson Ave. and E. 197 St.,10461
X123,Noble Playground,Noble Ave. bet. Bronx River Av and  E 177 St,10460
X124,Watson Gleason Playground,"Gleason Ave., Watson Ave. bet. Noble Ave., and Rosedale Ave.",10472
X126,Ferry Point Park,"Schley Ave., LI Sound bet. Westchester Creek and Balcom Ave.",10465
X129,Devanney Triangle,E. Burnside Ave. bet. Creston Ave. and G,10453
X130,Barry Plaza,E 173 St bet. Clay Av and Anthony Av,10457
X131,Lozada Playground,E 135 St bet. Alexander Av and Willis Av,10454
X133,Derosa O'Boyle Triangle,Dewey Ave. bet. E. Tremont Ave. and Edison Ave.,10465
X134,Freeman Triangle,"Freeman St, Longfellow Av, W Farms Rd",10459
X136,Harris Park,Paul Ave. - Goulden Ave. bet. Bedford Par,10468
X137,Jerome Park,Goulden Av bet. W 205 St and Sedgwick Av,10468
X138,Playground One Thirty Four CXXXIV,E. 133 St. and Bruckner Blvd. bet. St Ann's Pl. and Cypress Ave.,10454
X139,Gouverneur Morris Triangle,"Bruckner Blvd., Jackson Ave., E. 138 St.",10454
X141,Rienzi Playground,E. 226 St. bet. White Plains Rd. and Barnes Ave.,10466
X142,Riverdale Park,"Hudson River, W 254 St, Palisade Av, W 2","10463, 10471"
X146,Flynn Playground,Brook Av to 3 Av bet. E 157 St and E 158 St,10451
X147A,Starlight Park,"Sheridan Exwy. bet. E. 174 St., E. 172 St. and Jennings St.","10459, 10472"
X147A-01,Starlight Park-Starlight Park Playground,"Sheridan Exwy, Bronx River, S/o E 174 St Bridge",NA
X147A-ZN01,Starlight Park Zone 1,"E 172 To Bridge N/o E 174 Sts, Sheridan Exwy, Bronx River",NA
X147A-ZN02,Starlight Park Zone 2,"E 174 To E 177 Sts, Bronx River, Amtrak And Bus Depot",NA
X147B,Daniel Boone Playground,Boone Av bet. W Farms Rd and Freeman St,10459
X148A2,Plimpton Playground,Plimpton Ave. bet. W. 172 St. and  Edward L Grant Hwy.,10452
X148A3,Bridge Playground,"Boscobel Pl, bet. Dr MLK Jr Blvd and Undercliff Av",10452
X148A4,Park,Cross Bronx Exwy bet. Dr MLK Jr Blvd and Plimton Av,10452
X148B2,Park,W. Mount Eden Ave. at Macombs Rd.,10452
X148C,Park,Cross BX Exwy bet. Featherbed La and Inwood Av,10452
X148C1,Featherbenches,Fetherbed La bet. Davidson Av and Jerome Av,10452
X148C3,Inwood Park,W Mount Eden Av bet. Inwood and Jerome Av,10452
X148C5,Jennie Jerome Playground,Jerome Av bet. E 174 St and the Cross Bronx Exwy Entrance Ramp,10453
X148C7,Jerome Playground South,S/s Cross Bronx Exwy bet. Townsend Av and Jerome Av,10452
X148D,Walton Slope,"Walton Av, E 174 St, Below Grand Concourse","10453, 10457"
X148D1,Morris Mesa,N/s Cross Bronx Exwy bet. Morris Av and Grand Concourse,10457
X148E,Peace Park,Cross Bronx Exwy Service Rd N bet. Topping Av and Clay Av,10457
X148H,Admiral Farragut Playground,S/S E 176 St bet. Crotona Av and Prospect Av,10457
X148H1,Prospect Playground,Fairmount Pl bet. Clinton Av and Prospect Av,10457
X148H2,Fairmount Playground,Prospect Ave. bet. N/B Cross Bronx Exwy. and Fairmount Pl.,10460
X148J2,Boone Slope,N/B Cross Bronx Exwy Exit Ramp bet. Boone Av and W Farms Rd,10460
X148K1,Park,S/B Cross Bronx Exwy SR bet. Rosedale and Commonwealth Av ,10472
X148K2,St. Lawrence Triangle,"S/B Cross Bronx Exwy Service Rd, St Lawrence Av, E 174 St",10472
X148K3,Wood Park,"Thieriot Av, Wood Av, N/B Cross Bronx Exwy Service Rd",10460
X148K4,Park,"S/B Cross Bronx Exwy Service Rd, McGraw Av, Taylor Av",10472
X148L,Virginia Playground,McGraw Av bet. White Plains Rd and Virginia Av,10462
X148L1,Virginia Park,White Plains Rd bet. S/B Cross Bronx Exwy and Westchester Av,"10460, 10462"
X148M,Chief Dennis L. Devlin Park,"Olmstead Av, Ellis Av, N/B Cross Bronx Exwy Service Rd ",10462
X148M1,Havemeyer Playground,"N/B Cross Bronx Exwy Service Rd, Watson Av, Havemeyer Ave",10462
X149,Miele Park,Bruckner Blvd bet. Hollywood Ave. and Crosby Ave.,10461
X150E,Fordham Landing Playground,"Landing Rd., Major Deegan Exwy., Bailey ",10468
X150G,Siren Slope,"W 230 St, Bailey Av, Major Deegan Exwy",10463
X150H,Crescent Park,"Albany Crescent, W 233 St, Major Deegan ",10463
X150I,Cooney Grauer Field,Bailey Ave. bet. W. 233 St. and W. 234 S,10463
X150J,Bailey Playground,Bailey Av bet. W 234 St and W 237 St,10463
X150L,Van Cortlandt's Tail,Broadway bet. W 239 St and Van Cortlandt Pa,10463
X151,P.O. Serrano Playground,Olmstead Ave. bet. Turnbull Ave. and Lafayetter Ave.,10473
X152,Vinmont Veteran Park,W. 254 St. bet. Riverdale Ave. and Mosholu Ave.,10471
X153,Merriam Playground,W. 168 St. bet. Dr. MLK Jr. Blvd. and Merriam Ave.,10452
X154,Melrose Playground,Courtlandt Av bet. E 154 St and E 155 St,10451
X155,Patterson Playground,E. 148 St. bet. Morris Ave. and College Ave.,10451
X156,Eastchester Playground,Adee Ave. at Tenboeck Ave.,10469
X157,Mazzei Playground,Mace Ave. bet. Pauldings Ave. and Williamsbridge Rd.,10469
X158,Sedgwick Playground,Cross Bronx Exwy. Sr. Ramp bet. Undercliff Ave. and Dr. MLK Jr. Blvd.,10453
X159,Playground 174,E. 174 St. bet. Bronx River Ave. and E. 173 St.,10472
X160,Caserta Playground,St. Raymond's Ave. bet. Odell St. and Purdy St.,10462
X161,Gun Hill Playground,Magenta St. bet. Holland Ave. and Cruger Ave.,10467
X162,Parkside Playground,Arnow Ave. bet. Olinville Ave. and White Plains Rd.,10467
X163,Loreto Playground,Morris Park Ave. bet. Haight Ave. and Tomlinson Ave.,10461
X164,Dawson Playground,Rogers Pl. at Dawson St.,10459
X165,Edenwald Playground,Schieffelin Ave. bet. E. 266 Dr. and E. 229 St.,10466
X166,Behagen Playground,Tinton Av bet. E 166 St and E 165 St,10456
X168,Nelson Playground,W 166 St bet. Woodycrest Av and Nelson Av,10452
X169,Agnes Haywood Playground,Barnes Ave. bet. E. 216 St. and E. 215 St.,10467
X170,The Pearly Gates,St. Peter's Ave. at Tratman Ave.,10461
X171,Spuyten Duyvil Playground,Douglas Av bet. W 235 St and W 236 St,10463
X172,Allerton Playground,Allerton Ave. bet. Throop Ave. and Bouck Ave.,10469
X174,Webster Playground,E. 188 St. bet. Webster Ave. and Park Ave.,10458
X175,Riverbend Playground,Bailey Ave. bet. W. Kingsbrodge Rd. and W. 193 St.,"10463, 10468"
X176,Taylor Playground,Guerlain St. bet. Taylor Ave. and Thieriot Ave.,10460
X177,Castle Hill Playground,"Castle Hill Av, Parker St",10462
X178,Matthews Muliner Playground,Mathews Ave. bet. Morris Park Ave. and Rhinelander Ave.,10462
X179,Playground 52 LII,Kelly St bet. Av St John and Leggett Av,10455
X180,Whalen Playground,Perry Ave. bet. E. 205 St. and E. 208 St,10467
X182,Millbrook Playground,E. 135 St. bet. Cypress Ave. and St Ann's Ave.,10454
X183,Bruckner Playground,Brinsmade Ave. bet. Cross Bronx Ser. Rd. and Swinton Ave.,10465
X185,Dunbar Playground,"E 161 St, Trinity Av, E 163 St, Cauldwel",10456
X186,Riverdale Playground,Hudson Manor Ter bet. W 237 St and W 236 St,10463
X187,Givan Square,E. Gunhill Rd. and Eastchester Rd. bet. Arnow Ave. and Adee Ave..,10469
X188,Wakefield Playground,Matilda Ave. to Carpenter Ave. bet. E. 239 St. and E. 240 St.  ,10470
X190,Tiffany Playground,Fox St to Tiffany St bet. E 167 St and E 165 St,10459
X191A,Bicentennial Veterans Memorial Park,Throgg's Neck Exwy at Pennyfield Ave. and Elisworth Ave. ,10465
X193,Stars & Stripes Playground,Crawford Ave. at Baychester Ave.,10466
X194,Captain Rivera Playground,E 156 St bet. Jackson Av and Forest Av,10455
X195A,Colgate Close,N/B Bruckner Blvd bet. Colgate Av and Close Av,10472
X196,Haffen Park,Hammersley Ave. to Burke Ave. bet. Ely Ave. and Gunther Ave.,10469
X197,Mosholu Playground,Mosholu Parkway South bet. Bainbridge Ave. and Briggs Ave.,10458
X200,Clark Playground,"3 Ave. bet. E, 145 St. and E. 144 St.",10454
X201,Seton Park,"W 232 St , Independence Av , W 235 St , ","10463, 10471"
X202,Marble Hill Playground,Marble Hill Av bet. W 230 St and W 228 St,"10463, 10463"
X203,Randall Playground,Randall Ave. bet. Olmstead Ave. and Castle Hill Ave.,10473
X204,Story Playground,Story Ave. bet. Taylor Ave. and Thieriot Ave.,10473
X205,Black Rock Playground,"Watson Ave., Blackrock Ave. bet. Virginia Ave., Pugsley Ave.",10472
X206,Morgan Playground,E 168 St bet.  Park Av and Washington Av,10456
X207,Pontiac Playground,Jackson Ave. bet. E. 151 St. and E. 149,10455
X208,Haviland Playground,"Haviland Ave., Watson Ave. bet. Virginia Ave. and Pugsley Ave.",10472
X209,Wave Hill,"W 248 St, Independence Av , W 252 St , P",10471
X211,Stebbins Playground,Rev James Polite Av bet. E 163 St and E 164 St,10459
X214,Magenta Playground,Olinville Ave. at Rosewood St.,10467
X215,Valentine Varian House,Bainbridge Ave. bet. Van Cortlandt Ave. ,10467
X216,Abigail Playground,E 156 St bet. Tinton Av and Union Av,10455
X217,Willis Playground,E 141 St to E 140 St bet. Willis Av and Alexander Av,10454
X219,Arcilla Playground,E 164 St bet. Teller Av and Clay Av at Park Ave,"10451, 10456"
